calculation_id,formula,source_ids,assumption_ids,input_calculation_ids,input_values,input_units,output_value,output_unit,script_path,script_version,notes
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2034,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2035,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2036,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2037,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2038,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2039,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2040,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2041,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2042,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2043,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2044,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2045,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2046,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2047,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2048,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2049,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2050,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2051,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2052,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_OIL_OLD_2053,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2026,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2027,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2028,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2029,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2030,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2031,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2032,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2033,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2034,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2035,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2036,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2037,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2038,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2039,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2040,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2041,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2042,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2043,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2044,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2045,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2046,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2047,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2048,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2049,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2050,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2051,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2052,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_TAMAXCI_CHP_BIOM_OLD_2053,inherited-stock-only entry allowance = 0; unchanged ResidualCapacity remains available,SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024,ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,,expansion=0;replacement=0,GW/year;GW/year,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated from judgmental technology-role rule; residual trajectory unchanged
CALC_PHL_V18_LAND_HYDROLOGY_BOUNDS,"TAL[LNDAGRPHLC01..C08,y] = existing TAU[LNDAGRPHLC01..C08,y]",SRC_PHL_V15_MANIFEST;SRC_MUIO_FORMULATION,ASM_PHL_V18_ALL_LAND_THROUGH_HYDROLOGY,,LNDAGRPHLC01=9.1115;LNDAGRPHLC02=23.6817;LNDAGRPHLC03=103.2149;LNDAGRPHLC04=27.3872;LNDAGRPHLC05=27.1799;LNDAGRPHLC06=18.7069;LNDAGRPHLC07=18.385;LNDAGRPHLC08=68.146,1000 km2,eight fixed cluster totals sum to 295.8131 in every year,1000 km2/year activity bounds,scripts/apply_philippines_v18_land_water_bounds.py,v1,Existing source-derived geographic TAUs become matching TALs. The 30 modes inside every cluster remain endogenous. This parameter-only formulation replaces the aggregate UDC that exceeded the runtime threshold.
CALC_PHL_V18_DELIVERED_IRRIGATION_OAR,delivered AGRWATPHL = gross raw-water withdrawal * 0.38,SRC_PHILRICE_IRRIGATION_EFFICIENCY;SRC_MUIO_FORMULATION,ASM_PHL_IRRIGATION_EFFICIENCY_38;ASM_PHL_V18_IRRIGATION_BOUNDARY,CALC_PHL_V16_GROSS_IRRIGATION_IAR,gross pass-through OAR=1; efficiency=0.38,km3/km3; fraction,OAR=0.38 for DEMAGRSURPHL and DEMAGRGWTPHL,km3 delivered per km3 withdrawn,scripts/apply_philippines_v18_land_water_closure.py,v1,"Raw-water IAR and pumping-electricity IAR are unchanged, so gross withdrawal accounting is unchanged."
CALC_PHL_V18_FIELD_IRRIGATION_IAR,field AGRWATPHL IAR = existing gross AGRWATPHL IAR * 0.38,SRC_PHILRICE_IRRIGATION_EFFICIENCY;SRC_PHL_V16_IRRIGATION_ENGINEERING_INPUTS,ASM_PHL_IRRIGATION_EFFICIENCY_38;ASM_PHL_V18_IRRIGATION_BOUNDARY,CALC_PHL_V16_GROSS_IRRIGATION_IAR;CALC_PHL_V16_RICE_ANNUAL_GROSS_IAR,existing cluster/mode gross IAR; efficiency=0.38,km3 per 1000 km2; fraction,mode- and cluster-specific delivered field-water IAR,km3 per 1000 km2,scripts/apply_philippines_v18_land_water_closure.py,v1,Zero rainfed coefficients remain zero. Gross supply activity is preserved by the matching 0.38 pass-through OAR.
CALC_PHL_V18_CLUSTER_WATER_RESIDUAL,excess=P+I_delivered-ET; q=old_GWT/(old_GWT+old_SUR); GWT=excess*q; SUR=excess-GWT,SRC_PHL_V15_MANIFEST;SRC_PHL_V16_IRRIGATION_ENGINEERING_INPUTS,ASM_PHL_V18_PRESERVE_WATER_SPLIT;ASM_PHL_V18_CLUSTER_WATER_CONSERVATION,CALC_PHL_V18_FIELD_IRRIGATION_IAR,"existing P, ET, GWT, SUR; delivered irrigation",km3 per 1000 km2,P + I_delivered = ET + GWT + SUR for 8 clusters x 30 modes x 34 years,km3 per 1000 km2,scripts/apply_philippines_v18_land_water_closure.py,v1,Precipitation and evapotranspiration stay unchanged; the old GWT:SUR split is preserved and SUR is the arithmetic residual.
CALC_PHL_V18_LAND_WATER_RUN,application generation + preprocessing + GLPK matrix check + one bounds CBC solve + baseline comparison,SRC_PHL_V18_LAND_WATER_BUILD;SRC_PHL_V18_LAND_WATER_VALIDATION;SRC_PHL_V18_LAND_WATER_RUNTIME_INCIDENT,ASM_PHL_V18_ALL_LAND_THROUGH_HYDROLOGY;ASM_PHL_V18_IRRIGATION_BOUNDARY;ASM_PHL_V18_CLUSTER_WATER_CONSERVATION,CALC_PHL_V18_LAND_HYDROLOGY_BOUNDS;CALC_PHL_V18_DELIVERED_IRRIGATION_OAR;CALC_PHL_V18_FIELD_IRRIGATION_IAR;CALC_PHL_V18_CLUSTER_WATER_RESIDUAL,"baseline objective=369743573.32256168; aggregate UDC timeout=430; bounds matrix={'rows': 791517, 'columns': 886010, 'matrix_nonzeros': 12817475}",model objective; seconds; matrix dimensions,optimal objective=369743573.76853257; precipitation 2020=786.30722714002144322480; 2053=824.08162307526707646497,status; model objective; km3/year,scripts/validate_philippines_v18_land_water_closure.py,v1,Two optimizer runs total: rejected aggregate timeout and optimal bounds candidate. Exact bounds CBC seconds were not retained after a post-solve reporting assertion; completion before 415 seconds is verified.
CALC_PHL_V18_LAND_WATER_PROMOTION,compare all root source JSON + data.txt hashes; canonicalize unordered processed sets; generate/check live LP; compare matrix,SRC_PHL_V18_LAND_WATER_PROMOTION;SRC_PHL_V18_LAND_WATER_VALIDATION,ASM_PHL_V18_ALL_LAND_THROUGH_HYDROLOGY;ASM_PHL_V18_CLUSTER_WATER_CONSERVATION,CALC_PHL_V18_LAND_WATER_RUN,"source_json=22; data=b9e5fa04a8dd125ccb6bf1377e5bea990a2ce21ef43cbee410958eadd1940191; matrix={'rows': 791517, 'columns': 886010, 'matrix_nonzeros': 12817475, 'objective_nonzeros': 423240}",count; sha256; dimensions,pass; no post-promotion optimizer run,status,scripts/verify_philippines_v18_land_water_promotion.py,v1,Processed text is non-byte-identical only because derived AMPL sets are unordered; canonical membership and GLPK dimensions match.
CALC_PHL_V18_RE_TAMAXCI_PP_NU_2032,explicit RE commissioning ceiling,SRC_PHL_PEP_2023_2050_VOL3_NUCLEAR;SRC_MUIO_FORMULATION,ASM_PHL_V18_RE_PP_NU_2032_2034,,before=0;source_value=1.2;resolved=1.2,GW/year;GW/year;GW/year,1.2,GW/year,scripts/apply_philippines_v18_re_nuclear_caps.py,v1,classification=calculated scenario overlay; TotalAnnualMaxCapacityInvestment only
